name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand,sold_date,import_date
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-18352315459136/,17395,"60,001 - 80,000",Automatic,Petrol,SUV,2025-11-08,cars24,2015,Mazda,2025-11-13,
Grand,https://www.cars24.com.au/buy-used-suzuki-grand-vitara-car-19561601849472/,15790,"140,001 - 160,000",Automatic,Petrol,SUV,2025-11-08,cars24,2015,Suzuki,2025-11-13,
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19490236161152/,22390,"60,001 - 80,000",Automatic,Petrol,SUV,2025-11-08,cars24,2018,Mazda,2025-11-18,
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18810515102848/,16790,"60,001 - 80,000",Automatic,Petrol,SUV,2025-11-08,cars24,2021,MG,,
Qashqai,https://www.cars24.com.au/buy-used-nissan-qashqai-car-18752709959424/,20390,"40,001 - 60,000",Manual,Petrol,SUV,2025-11-08,cars24,2020,Nissan,,
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19107913860224/,18190,"40,001 - 60,000",Automatic,Petrol,SUV,2025-11-08,cars24,2022,MG,,
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19715043282432/,27890,"60,001 - 80,000",Automatic,Petrol,SUV,2025-11-08,cars24,2022,Mazda,2025-11-13,2025-11-06
CX-30,https://www.cars24.com.au/buy-used-mazda-cx-30-car-19005917144256/,25490,"60,001 - 80,000",Automatic,Petrol,SUV,2025-11-08,cars24,2021,Mazda,2025-11-11,
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19714760750400/,23890,"100,001 - 120,000",Automatic,Petrol,SUV,2025-11-08,cars24,2018,Mazda,2025-11-13,
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19030877004224/,17890,"20,001 - 40,000",Automatic,Petrol,SUV,2025-11-08,cars24,2021,MG,2025-11-11,
CX-30,https://www.cars24.com.au/buy-used-mazda-cx-30-car-19187514514560/,31090,"20,001 - 40,000",Automatic,Petrol,SUV,2025-11-08,cars24,2021,Mazda,2025-11-13,
Tucson,https://www.cars24.com.au/buy-used-hyundai-tucson-car-19473775210688/,21790,"60,001 - 80,000",Automatic,Diesel,SUV,2025-11-08,cars24,2018,Hyundai,2025-11-13,
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18609677977600/,24490,"60,001 - 80,000",Automatic,Petrol,SUV,2025-11-08,cars24,2021,Kia,2025-11-13,
Wall,https://www.cars24.com.au/buy-used-great-wall-steed-car-18462736146624/,14990,"60,001 - 80,000",Manual,Petrol,Ute,2025-11-08,cars24,2020,Great,2025-11-13,
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-18679795730240/,24990,"100,001 - 120,000",Automatic,Diesel,Ute,2025-11-08,cars24,2015,Mitsubishi,,
Navara,https://www.cars24.com.au/buy-used-nissan-navara-car-19742482934528/,33190,"40,001 - 60,000",Automatic,Diesel,Ute,2025-11-08,cars24,2019,Nissan,2025-11-13,
Cannon,https://www.cars24.com.au/buy-used-gwm-cannon-alpha-car-18846730728704/,40990,"40,001 - 60,000",Automatic,Diesel,Ute,2025-11-08,cars24,2024,GWM,,
Ute,https://www.cars24.com.au/buy-used-gwm-ute-car-19311166157504/,25795,"20,001 - 40,000",Automatic,Diesel,Ute,2025-11-08,cars24,2022,GWM,,
Amarok,https://www.cars24.com.au/buy-used-volkswagen-amarok-car-19031469789248/,25490,"0 - 20,000",Automatic,Diesel,Ute,2025-11-08,cars24,2017,Volkswagen,,
Ute,https://www.cars24.com.au/buy-used-gwm-ute-car-18145810754368/,26690,"40,001 - 60,000",Automatic,Diesel,Ute,2025-11-08,cars24,2022,GWM,,
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-17978711947904/,46399,"40,001 - 60,000",Automatic,Diesel,Ute,2025-11-08,cars24,2022,Ford,,
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-19414270317568/,43990,"120,001 - 140,000",Automatic,Diesel,Ute,2025-11-08,cars24,2022,Ford,,
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-19427599962880/,33090,"40,001 - 60,000",Automatic,Diesel,Ute,2025-11-08,cars24,2017,Ford,2025-11-11,
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-12258166261248/,27278,"60,001 - 80,000",Automatic,Diesel,Ute,2025-11-08,cars24,2017,Mitsubishi,,
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-19323507195904/,36890,"140,001 - 160,000",Automatic,Diesel,Ute,2025-11-08,cars24,2021,Ford,,
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-18544054342016/,25995,"40,001 - 60,000",Automatic,Diesel,Ute,2025-11-08,cars24,2020,Ford,2025-11-09,
,https://www.cars24.com.au/buy-used-mercedes-benz-glb-car-17590721777024/,39699,"60,001 - 80,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2021,Mercedes,2025-11-13,
Levorg,https://www.cars24.com.au/buy-used-subaru-levorg-car-18077693501632/,18395,"100,001 - 120,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2016,Subaru,2025-11-13,
,https://www.cars24.com.au/buy-used-mercedes-benz-gla-car-17998770289344/,29499,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2018,Mercedes,2025-11-13,
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19585143082880/,30090,"40,001 - 60,000",Automatic,Hybrid,Wagon,2025-11-08,cars24,2023,Toyota,2025-11-13,
Haval,https://www.cars24.com.au/buy-used-gwm-haval-h6-car-18942518083648/,29090,"20,001 - 40,000",Automatic,Hybrid,Wagon,2025-11-08,cars24,2022,GWM,2025-11-13,
Haval,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19823449342912/,27890,"0 - 20,000",Automatic,Hybrid,Wagon,2025-11-08,cars24,2023,GWM,2025-11-13,
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19730464033408/,30490,"40,001 - 60,000",Automatic,Hybrid,Wagon,2025-11-08,cars24,2023,Toyota,2025-11-13,2025-11-06
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19585096552000/,29090,"40,001 - 60,000",Automatic,Hybrid,Wagon,2025-11-08,cars24,2023,Toyota,2025-11-13,
Outback,https://www.cars24.com.au/buy-used-subaru-outback-car-19252064329024/,20390,"120,001 - 140,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2018,Subaru,2025-11-13,2025-11-06
Captur,https://www.cars24.com.au/buy-used-renault-captur-car-18474761085568/,17295,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,Renault,2025-11-13,
Haval,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19346676401216/,19990,"60,001 - 80,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2021,GWM,2025-11-13,
Calais,https://www.cars24.com.au/buy-used-holden-calais-car-18962691769600/,22590,"140,001 - 160,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2016,Holden,2025-11-09,
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19553364743744/,26390,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2023,Volkswagen,2025-11-13,
T-cross,https://www.cars24.com.au/buy-used-volkswagen-t-cross-car-19258555276800/,24190,"20,001 - 40,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2021,Volkswagen,2025-11-13,
3008,https://www.cars24.com.au/buy-used-peugeot-3008-car-18949769118784/,24690,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,Peugeot,2025-11-11,
XV,https://www.cars24.com.au/buy-used-subaru-xv-car-19325219521984/,24690,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2019,Subaru,2025-11-13,
Hs,https://www.cars24.com.au/buy-used-mg-hs-+ev-car-19030404437312/,26795,"20,001 - 40,000",Automatic,Hybrid,Wagon,2025-11-08,cars24,2022,MG,2025-11-09,
2008,https://www.cars24.com.au/buy-used-peugeot-2008-car-18215134714944/,20695,"60,001 - 80,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2021,Peugeot,2025-11-13,
Hs,https://www.cars24.com.au/buy-used-mg-hs-+ev-car-18566779529920/,26399,"0 - 20,000",Automatic,Hybrid,Wagon,2025-11-08,cars24,2022,MG,2025-11-13,
XV,https://www.cars24.com.au/buy-used-subaru-xv-car-18203301272576/,16795,"60,001 - 80,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2012,Subaru,2025-11-13,
Formentor,https://www.cars24.com.au/buy-used-cupra-formentor-car-19798122474496/,43790,"20,001 - 40,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2024,Cupra,2025-11-13,
ZS,https://www.cars24.com.au/buy-used-mg-zs-car-18824321833088/,18290,"0 - 20,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2023,MG,2025-11-09,
Haval,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19061901485952/,20890,"20,001 - 40,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2021,GWM,2025-11-13,
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19063795082560/,29495,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2020,Toyota,2025-11-11,
Haval,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19240503279616/,19490,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2021,GWM,2025-11-09,
Stonic,https://www.cars24.com.au/buy-used-kia-stonic-car-19490354256768/,22090,"20,001 - 40,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2023,Kia,2025-11-13,
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19572227902656/,26890,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,Volkswagen,2025-11-13,
T-cross,https://www.cars24.com.au/buy-used-volkswagen-t-cross-car-19698478761088/,20290,"60,001 - 80,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2020,Volkswagen,2025-11-13,
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19585192627008/,26990,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,Volkswagen,2025-11-13,
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19553335794496/,25490,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2023,Volkswagen,2025-11-13,
Venue,https://www.cars24.com.au/buy-used-hyundai-venue-car-19817393848448/,22990,"0 - 20,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2024,Hyundai,2025-11-13,
3008,https://www.cars24.com.au/buy-used-peugeot-3008-car-18997580898816/,23990,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,Peugeot,2025-11-13,
T-roc,https://www.cars24.com.au/buy-used-volkswagen-t-roc-car-19483809821824/,26790,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,Volkswagen,2025-11-13,
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19426702512128/,27590,"0 - 20,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2024,Mazda,2025-11-13,
Carnival,https://www.cars24.com.au/buy-used-kia-carnival-car-19776350506368/,41490,"40,001 - 60,000",Automatic,Diesel,Wagon,2025-11-08,cars24,2022,Kia,2025-11-13,
Stonic,https://www.cars24.com.au/buy-used-kia-stonic-car-19629641818368/,22390,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2023,Kia,2025-11-13,
Stonic,https://www.cars24.com.au/buy-used-kia-stonic-car-19791472012224/,20690,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2023,Kia,2025-11-13,
XV,https://www.cars24.com.au/buy-used-subaru-xv-car-19711124506944/,22290,"80,001 - 100,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2017,Subaru,2025-11-13,
Haval,https://www.cars24.com.au/buy-used-gwm-haval-jolion-car-19716691904768/,20090,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,GWM,2025-11-13,
Captur,https://www.cars24.com.au/buy-used-renault-captur-car-18371707297856/,16495,"60,001 - 80,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,Renault,2025-11-11,
ZS,https://www.cars24.com.au/buy-used-mg-zs-car-19059073738624/,18190,"0 - 20,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2023,MG,2025-11-11,
Haval,https://www.cars24.com.au/buy-used-gwm-haval-h6-car-19324252123840/,26190,"20,001 - 40,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2022,GWM,2025-11-13,
T-cross,https://www.cars24.com.au/buy-used-volkswagen-t-cross-car-18475131048256/,18695,"60,001 - 80,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2020,Volkswagen,2025-11-13,
XV,https://www.cars24.com.au/buy-used-subaru-xv-car-19585358826688/,23090,"80,001 - 100,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2018,Subaru,2025-11-09,
Kamiq,https://www.cars24.com.au/buy-used-skoda-kamiq-car-19492966371328/,21290,"40,001 - 60,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2021,SKODA,2025-11-13,
Odyssey,https://www.cars24.com.au/buy-used-honda-odyssey-car-19223527882816/,23090,"120,001 - 140,000",Automatic,Petrol,Wagon,2025-11-08,cars24,2017,Honda,2025-11-13,
370Z,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2010-Nissan-370Z/34066689,18999,"180,001 - 200,000",Automatic,Petrol,Coupe,2025-11-08,cheapcarco,2010,Nissan,2025-11-19,
86,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Toyota-86/34060689,34999,"200,001+",Manual,Petrol,Coupe,2025-11-08,cheapcarco,2013,Toyota,,
2,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mazda-2/34043925,14999,"180,001 - 200,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2015,Mazda,2025-11-13,
Barina,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Holden-Barina/34019800,9999,"20,001 - 40,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2016,Holden,2025-11-18,2025-11-06
Barina,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Holden-Barina/34043538,8999,"200,001+",Manual,Petrol,Hatchback,2025-11-08,cheapcarco,2015,Holden,2025-11-13,
Barina,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Holden-Barina/34043374,11999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2017,Holden,2025-11-18,
Civic,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Honda-Civic/34087720,11999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2012,Honda,,
Civic,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Honda-Civic/34045514,13999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2013,Honda,2025-11-13,
Clio,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Renault-Clio/34040751,14999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2016,Renault,,
Corolla,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Toyota-Corolla/33983863,11999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2015,Toyota,2025-11-16,
Dualis,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Nissan-Dualis/34097527,8999,"120,001 - 140,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2012,Nissan,2025-11-13,2025-11-06
Dualis,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Nissan-Dualis/34084757,11999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2012,Nissan,,
Dualis,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Nissan-Dualis/34066697,11999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2013,Nissan,2025-11-11,
Elantra,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2003-Hyundai-Elantra/34076069,6999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2003,Hyundai,,
Hatch,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Mini-Hatch/34030870,14999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2017,Mini,2025-11-11,
i20,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Hyundai-i20/34023266,8999,"140,001 - 160,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2013,Hyundai,,2025-11-06
i20,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Hyundai-i20/34102186,8999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2015,Hyundai,2025-11-15,2025-11-08
i30,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Hyundai-i30/34083074,6999,"200,001+",Manual,Diesel,Hatchback,2025-11-08,cheapcarco,2008,Hyundai,,
i30,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Hyundai-i30/34078556,8999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2011,Hyundai,2025-11-16,
i30,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Hyundai-i30/34075251,17999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2017,Hyundai,2025-11-19,
i30,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2018-Hyundai-i30/34023265,14999,"160,001 - 180,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2018,Hyundai,,
Impreza,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Subaru-Impreza/34012788,16999,"100,001 - 120,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2017,Subaru,,
Juke,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2023-Nissan-Juke/34045711,23999,"100,001 - 120,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2023,Nissan,,
Mirage,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Mitsubishi-Mirage/34066690,9999,"200,001+",Manual,Petrol,Hatchback,2025-11-08,cheapcarco,2016,Mitsubishi,2025-11-09,
Mirage,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2019-Mitsubishi-Mirage/34090142,14999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2019,Mitsubishi,,
Pulsar,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Nissan-Pulsar/34087725,10999,"200,001+",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2014,Nissan,,
Swift,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2010-Suzuki-Swift/34068055,7999,"60,001 - 80,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2010,Suzuki,,
XV,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Subaru-XV/34002779,8999,"160,001 - 180,000",Manual,Petrol,Hatchback,2025-11-08,cheapcarco,2013,Subaru,,
Yaris,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2010-Toyota-Yaris/34072074,10999,"140,001 - 160,000",Automatic,Petrol,Hatchback,2025-11-08,cheapcarco,2010,Toyota,,
3,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Mazda-3/34002783,7999,"180,001 - 200,000",Manual,Petrol,Sedan,2025-11-08,cheapcarco,2014,Mazda,2025-11-18,2025-11-06
Accord,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Honda-Accord/34066688,12999,"20,001 - 40,000",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2013,Honda,,
Almera,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Nissan-Almera/34087723,9999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2013,Nissan,,
Aurion,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Toyota-Aurion/34083077,9999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2008,Toyota,2025-11-13,
Berlina,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2010-Holden-Berlina/34019798,7999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2010,Holden,2025-11-16,2025-11-06
,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2010-Mercedes-Benz-C-Class/34078561,13999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2010,Mercedes,,
Calais,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2007-Holden-Calais/34088513,10999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2007,Holden,2025-11-15,
Camry,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Toyota-Camry/34102185,10999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2008,Toyota,,2025-11-08
Camry,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Toyota-Camry/34083170,11999,"120,001 - 140,000",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2008,Toyota,2025-11-16,
Camry,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Toyota-Camry/34057266,13999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2014,Toyota,,
Camry,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Toyota-Camry/34087721,15999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2016,Toyota,,
Cerato,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2018-Kia-Cerato/34059472,15999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2018,Kia,2025-11-19,
Cerato,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Kia-Cerato/34060878,13999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2017,Kia,,
Civic,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Honda-Civic/34075247,14999,"140,001 - 160,000",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2016,Honda,,
Commodore,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Holden-Commodore/33976326,6999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2011,Holden,2025-11-13,
Cruze,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Holden-Cruze/34078560,9999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2015,Holden,2025-11-09,
Cruze,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Holden-Cruze/34078557,11999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2016,Holden,2025-11-16,
Elantra,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2010-Hyundai-Elantra/33937654,5999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2010,Hyundai,2025-11-11,2025-11-06
Elantra,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Hyundai-Elantra/34043923,9999,"160,001 - 180,000",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2015,Hyundai,2025-11-18,
Impreza,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Subaru-Impreza/34059466,11999,"100,001 - 120,000",Manual,Petrol,Sedan,2025-11-08,cheapcarco,2016,Subaru,,
Lancer,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mitsubishi-Lancer/34097528,12999,"100,001 - 120,000",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2015,Mitsubishi,,2025-11-06
Magna,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2003-Mitsubishi-Magna/34100466,6999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2003,Mitsubishi,2025-11-09,2025-11-07
Viva,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2008-Holden-Viva/34095042,5999,"200,001+",Automatic,Petrol,Sedan,2025-11-08,cheapcarco,2008,Holden,2025-11-19,2025-11-06
WRX,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Subaru-WRX/34095043,29999,"200,001+",Manual,Petrol,Sedan,2025-11-08,cheapcarco,2014,Subaru,,2025-11-06
ASX,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2011-Mitsubishi-ASX/34084756,9999,"180,001 - 200,000",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2011,Mitsubishi,2025-11-13,
ASX,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mitsubishi-ASX/34066691,9999,"20,001 - 40,000",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2015,Mitsubishi,2025-11-13,
ASX,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2024-Mitsubishi-ASX/34076301,24999,"200,001+",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2024,Mitsubishi,,
Captiva,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Holden-Captiva/34043542,8999,"200,001+",Manual,Petrol,SUV,2025-11-08,cheapcarco,2016,Holden,2025-11-13,2025-11-07
Captiva,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Holden-Captiva/34080602,9999,"200,001+",Automatic,Diesel,SUV,2025-11-08,cheapcarco,2016,Holden,2025-11-13,
Captiva,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Holden-Captiva/34075041,9999,"200,001+",Automatic,Diesel,SUV,2025-11-08,cheapcarco,2013,Holden,,
Challenger,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2010-Mitsubishi-Challenger/34072075,10999,"200,001+",Automatic,Diesel,SUV,2025-11-08,cheapcarco,2010,Mitsubishi,2025-11-13,
Compass,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2014-Jeep-Compass/34095111,7999,"200,001+",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2014,Jeep,2025-11-18,2025-11-06
CR-V,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2013-Honda-CR-V/34040745,11999,"120,001 - 140,000",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2013,Honda,2025-11-15,
CX-3,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mazda-CX-3/34043537,12999,"200,001+",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2015,Mazda,2025-11-18,
CX-3,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mazda-CX-3/34069877,14999,"200,001+",Automatic,Diesel,SUV,2025-11-08,cheapcarco,2015,Mazda,2025-11-18,2025-11-06
CX-30,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2020-Mazda-CX-30/34054982,20999,"200,001+",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2020,Mazda,2025-11-09,
ix35,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2010-Hyundai-ix35/34066695,8999,"60,001 - 80,000",Automatic,Diesel,SUV,2025-11-08,cheapcarco,2010,Hyundai,2025-11-16,
ix35,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Hyundai-ix35/33998404,7999,"160,001 - 180,000",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2012,Hyundai,2025-11-09,
ix35,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Hyundai-ix35/34029811,16999,"140,001 - 160,000",Automatic,Petrol,SUV,2025-11-08,cheapcarco,2015,Hyundai,2025-11-14,
