name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date
2015 Mazda 2 DJ2HAA Genki SKYACTIV-Drive Blue 6 Speed Sports Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mazda-2/34043925,"$14,999",,,,Hatchback,20251029
2015 Mazda 2 DJ2HAA Genki SKYACTIV-Drive Blue 6 Speed Sports Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mazda-2/34043925,"$14,999",,,,Hatchback,20251029
2015 Mazda 2 DJ2HAA Genki SKYACTIV-Drive Blue 6 Speed Sports Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Mazda-2/34043925,"$14,999",,,,Hatchback,20251029
2015 Holden Barina TM MY15 CD White 5 Speed Manual Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Holden-Barina/34043540,"$8,999",,,,Hatchback,20251029
2015 Holden Barina TM MY15 CD White 5 Speed Manual Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Holden-Barina/34043540,"$8,999",,,,Hatchback,20251029
2015 Holden Barina TM MY15 CD White 5 Speed Manual Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Holden-Barina/34043540,"$8,999",,,,Hatchback,20251029
2016 Holden Barina TM MY16 R Silver 6 Speed Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Holden-Barina/34019800,"$9,999",,,,Hatchback,20251029
2016 Holden Barina TM MY16 R Silver 6 Speed Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Holden-Barina/34019800,"$9,999",,,,Hatchback,20251029
2016 Holden Barina TM MY16 R Silver 6 Speed Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2016-Holden-Barina/34019800,"$9,999",,,,Hatchback,20251029
2015 Holden Barina TM MY16 X Black 5 Speed Manual Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Holden-Barina/34043538,"$8,999",,,,Hatchback,20251029
2015 Holden Barina TM MY16 X Black 5 Speed Manual Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Holden-Barina/34043538,"$8,999",,,,Hatchback,20251029
2015 Holden Barina TM MY16 X Black 5 Speed Manual Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2015-Holden-Barina/34043538,"$8,999",,,,Hatchback,20251029
2017 Holden Barina TM MY18 LS Grey 6 Speed Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Holden-Barina/34043374,"$11,999",,,,Hatchback,20251029
2017 Holden Barina TM MY18 LS Grey 6 Speed Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Holden-Barina/34043374,"$11,999",,,,Hatchback,20251029
2017 Holden Barina TM MY18 LS Grey 6 Speed Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2017-Holden-Barina/34043374,"$11,999",,,,Hatchback,20251029
2012 Honda Civic 9th Gen VTi-S White 5 Speed Sports Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Honda-Civic/33948948,"$7,999",,,,Hatchback,20251029
2012 Honda Civic 9th Gen VTi-S White 5 Speed Sports Automatic Hatchback,https://www.cheapcarco.com.au/used-vehicles-rocklea/view/2012-Honda-Civic/33948948,"$7,999",,,,Hatchback,20251029
