name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date
2022 Renault Arkana MY22,https://www.cars24.com.au/buy-used-renault-arkana-car-18519629992832/,"$20,995",45k kms,Automatic,Petrol,Coupe,20251105
