name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership
2021 LDV Deliver 9,/used-cars/for-sale/ldv/deliver-9/2021/3604151,"$27,990","99,674 Kms",6 SP Automatic,Diesel,Van,20251106,brisbaneautogroup
2017 Mercedes-Benz Vito 116BlueTEC 447,/used-cars/for-sale/mercedes-benz/vito/2017/116bluetec/447/3649004,"$28,990","94,388 Kms",7 SP Sports Automatic,Diesel,Van,20251106,brisbaneautogroup
