name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-19732216981824/,36290,"20,001 - 40,000",Automatic,Diesel,Cab Chassis,20251119,cars24,2020,Ford
Steed,https://www.cars24.com.au/buy-used-gwm-steed-car-19663100068736/,15190,"40,001 - 60,000",Manual,Diesel,Cab Chassis,20251119,cars24,2021,GWM
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19925739756544/,21990,"20,001 - 40,000",Automatic,Petrol,Coupe,20251119,cars24,2023,Renault
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19869781099328/,19890,"40,001 - 60,000",Automatic,Petrol,Coupe,20251119,cars24,2023,Renault
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-18519629992832/,20795,"60,001 - 80,000",Automatic,Petrol,Coupe,20251119,cars24,2022,Renault
1,https://www.cars24.com.au/buy-used-bmw-1-car-16825346466752/,42490,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251119,cars24,2021,BMW
2,https://www.cars24.com.au/buy-used-mazda-2-car-19797753245056/,22690,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2024,Mazda
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,19990,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251119,cars24,2020,Kia
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-car-19324339417152/,23190,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2022,Toyota
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,18790,"100,001 - 120,000",Automatic,Petrol,Hatchback,20251119,cars24,2019,Kia
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,24790,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251119,cars24,2019,Volkswagen
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,20995,"120,001 - 140,000",Manual,Petrol,Hatchback,20251119,cars24,2021,Hyundai
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19711212668736/,22490,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251119,cars24,2019,Toyota
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19631890359744/,25590,"120,001 - 140,000",Automatic,Petrol,Hatchback,20251119,cars24,2020,Volkswagen
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19936569000064/,30490,"80,001 - 100,000",Automatic,Hybrid,Hatchback,20251119,cars24,2020,Toyota
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19786853699264/,18390,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2016,Volkswagen
3,https://www.cars24.com.au/buy-used-mazda-3-car-19937102464384/,18990,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251119,cars24,2018,Mazda
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19414680310400/,17190,"100,001 - 120,000",Automatic,Petrol,Hatchback,20251119,cars24,2019,Volkswagen
3,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,30990,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2023,Mazda
Polo,https://www.cars24.com.au/buy-used-volkswagen-polo-car-18566072769024/,14790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2015,Volkswagen
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,27490,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251119,cars24,2021,Kia
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19561372344128/,33190,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251119,cars24,2022,Hyundai
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19630613717120/,15690,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251119,cars24,2016,Toyota
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414061518912/,26190,"40,001 - 60,000",Automatic,Hybrid,Hatchback,20251119,cars24,2022,Toyota
Puma,https://www.cars24.com.au/buy-used-ford-puma-car-18824554833600/,22790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2022,Ford
3,https://www.cars24.com.au/buy-used-mazda-3-car-19888594290048/,29790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2024,Mazda
Impreza,https://www.cars24.com.au/buy-used-subaru-impreza-car-19110386401856/,17890,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251119,cars24,2017,Subaru
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-20061803105792/,27290,"40,001 - 60,000",Automatic,Hybrid,Hatchback,20251119,cars24,2023,Toyota
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19869711860224/,13690,"40,001 - 60,000",Automatic,Diesel,Hatchback,20251119,cars24,2016,Hyundai
Scala,https://www.cars24.com.au/buy-used-skoda-scala-car-18939570466368/,19990,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2021,SKODA
Mg4,https://www.cars24.com.au/buy-used-mg-mg4-car-19561486096000/,27490,"40,001 - 60,000",Automatic,Electric,Hatchback,20251119,cars24,2023,MG
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19715137712128/,23790,"40,001 - 60,000",Automatic,Hybrid,Hatchback,20251119,cars24,2019,Toyota
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-car-19787114523136/,19490,"100,001 - 120,000",Automatic,Petrol,Hatchback,20251119,cars24,2019,Toyota
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19368973321472/,15190,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251119,cars24,2022,MG
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-hybrid+-car-19506164816064/,24290,"20,001 - 40,000",Automatic,Hybrid,Hatchback,20251119,cars24,2024,MG
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19390205194560/,33090,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251119,cars24,2023,Hyundai
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414030516416/,27090,"80,001 - 100,000",Automatic,Hybrid,Hatchback,20251119,cars24,2021,Toyota
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19244276161088/,21490,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251119,cars24,2017,Hyundai
Impreza,https://www.cars24.com.au/buy-used-subaru-impreza-car-19311605249792/,18690,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2017,Subaru
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,20090,"100,001 - 120,000",Automatic,Petrol,Hatchback,20251119,cars24,2015,Volkswagen
Baleno,https://www.cars24.com.au/buy-used-suzuki-baleno-car-18623743184256/,16990,"100,001 - 120,000",Automatic,Petrol,Hatchback,20251119,cars24,2022,Suzuki
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19075155957632/,15390,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251119,cars24,2023,MG
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19179883896384/,20890,"120,001 - 140,000",Automatic,Petrol,Hatchback,20251119,cars24,2019,Toyota
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19187348576576/,20290,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251119,cars24,2020,Hyundai
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19744051219072/,17590,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2017,Volkswagen
1,https://www.cars24.com.au/buy-used-bmw-1-car-18519133098432/,26190,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251119,cars24,2019,BMW
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19791535197888/,21490,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,cars24,2020,Hyundai
Model,https://www.cars24.com.au/buy-used-tesla-model-3-car-17207799625856/,36899,"20,001 - 40,000",Automatic,Electric,Sedan,20251119,cars24,2022,Tesla
Ioniq,https://www.cars24.com.au/buy-used-hyundai-ioniq-6-car-17115786185984/,41690,"40,001 - 60,000",Automatic,Electric,Sedan,20251119,cars24,2023,Hyundai
