name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand
2,/used-cars/for-sale/mazda/2/2011/neo/de-series-1-my11/3626067,7490,"120,001 - 140,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2011,Mazda
1,/used-cars/for-sale/bmw/1-series/2014/118i/f20-my14/3644193,9990,"160,001 - 180,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2014,BMW
3,/used-cars/for-sale/mazda/3/2014/sp25-astina/bm-series/3649006,9990,"200,001+",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2014,Mazda
Accent,/used-cars/for-sale/hyundai/accent/2017/sport/rb6-my18/3665406,11990,"140,001 - 160,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2017,Hyundai
Mirage,/used-cars/for-sale/mitsubishi/mirage/2017/es/la-my18/3675390,11990,"160,001 - 180,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2017,Mitsubishi
MG3,/used-cars/for-sale/mg/mg3/2022/core-nav/my22/3664419,14990,"140,001 - 160,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2022,MG
Corolla,/used-cars/for-sale/toyota/corolla/2014/ascent-sport/zre182r/3569701,15990,"140,001 - 160,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2014,Toyota
,/used-cars/for-sale/mercedes-benz/b-class/2014/b200-cdi/w246/3660994,15990,"140,001 - 160,000",Automatic,Diesel,Hatchback,20251119,brisbaneautogroup,2014,Mercedes
MG3,/used-cars/for-sale/mg/mg3/2023/core/my23/3660997,15990,"80,001 - 100,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2023,MG
i30,/used-cars/for-sale/hyundai/i30/2019/n-line/pd.3-my20/3668742,19990,"140,001 - 160,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2019,Hyundai
RS3,/used-cars/for-sale/audi/rs3/2016/8v-my16-four-wheel-drive/3676051,36990,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251119,brisbaneautogroup,2016,Audi
Jetta,/used-cars/for-sale/volkswagen/jetta/2011/103tdi-comfortline/1b-my12/3657018,7990,"120,001 - 140,000",Automatic,Diesel,Sedan,20251119,brisbaneautogroup,2011,Volkswagen
3,/used-cars/for-sale/mazda/3/2016/maxx/bm-series/3617943,16990,"160,001 - 180,000",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2016,Mazda
Sonata,/used-cars/for-sale/hyundai/sonata/2016/premium/lf-my16/3665405,16990,"200,001+",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2016,Hyundai
Cerato,/used-cars/for-sale/kia/cerato/2016/s/yd-my17/3676955,16990,"140,001 - 160,000",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2016,Kia
6,/used-cars/for-sale/mazda/6/2015/sport/gj-series-2/3687806,17990,"160,001 - 180,000",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2015,Mazda
Elantra,/used-cars/for-sale/hyundai/elantra/2017/sr-turbo/ad-my17/3650550,18990,"140,001 - 160,000",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2017,Hyundai
WRX,/used-cars/for-sale/subaru/wrx/2016/premium/va-my17-awd/3676950,23990,"140,001 - 160,000",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2016,Subaru
Camry,/used-cars/for-sale/toyota/camry/2022/ascent/axva70r/3676622,26990,"140,001 - 160,000",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2022,Toyota
Camry,/used-cars/for-sale/toyota/camry/2022/ascent/axvh70r/3687815,29990,"80,001 - 100,000",Automatic,Hybrid with Petrol,Sedan,20251119,brisbaneautogroup,2022,Toyota
Falcon,/used-cars/for-sale/ford/falcon/2012/xr6-turbo/fg-mkii/3640754,32990,"140,001 - 160,000",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2012,Ford
3,/used-cars/for-sale/bmw/3-series/2018/330i-sport-line/f30-lci/3664389,32990,"40,001 - 60,000",Automatic,Petrol,Sedan,20251119,brisbaneautogroup,2018,BMW
ES,/used-cars/for-sale/lexus/es/2018/300h-sports-luxury/avv60r/3636967,37990,"40,001 - 60,000",Automatic,Hybrid with Petrol,Sedan,20251119,brisbaneautogroup,2018,Lexus
,/used-cars/for-sale/mercedes-benz/e-class/2017/e350-d/w213/3624886,39990,"180,001 - 200,000",Automatic,Diesel,Sedan,20251119,brisbaneautogroup,2017,Mercedes
RAV4,/used-cars/for-sale/toyota/rav4/2009/cv/aca33r-my09-4x4-on-demand/3685778,7990,"120,001 - 140,000",Automatic,Petrol,SUV,20251119,brisbaneautogroup,2009,Toyota
Navara,/used-cars/for-sale/nissan/navara/2009/st-x/d40-4x4-dual-range/3647732,11490,"160,001 - 180,000",Automatic,Diesel,SUV,20251119,brisbaneautogroup,2009,Nissan
Tucson,/used-cars/for-sale/hyundai/tucson/2020/active/tl4-my20/3636966,11990,"200,001+",Automatic,Petrol,SUV,20251119,brisbaneautogroup,2020,Hyundai
Trax,/used-cars/for-sale/holden/trax/2016/ltz/tj-my17/3649005,11990,"140,001 - 160,000",Automatic,Petrol,SUV,20251119,brisbaneautogroup,2016,Holden
CX-5,/used-cars/for-sale/mazda/cx-5/2012/maxx/ke-series/3685800,11990,"160,001 - 180,000",Automatic,Petrol,SUV,20251119,brisbaneautogroup,2012,Mazda
