name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand
Steed,https://www.cars24.com.au/buy-used-gwm-steed-car-19663100068736/,15390,"20,001 - 40,000",Manual,Diesel,Cab Chassis,20251115,cars24,2021,GWM
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-19387137716992/,33190,"40,001 - 60,000",Manual,Diesel,Cab Chassis,20251115,cars24,2021,Mitsubishi
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-18519629992832/,20995,"20,001 - 40,000",Automatic,Petrol,Coupe,20251115,cars24,2022,Renault
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19925739756544/,22190,"40,001 - 60,000",Automatic,Petrol,Coupe,20251115,cars24,2023,Renault
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19869781099328/,20090,"60,001 - 80,000",Automatic,Petrol,Coupe,20251115,cars24,2023,Renault
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19744051219072/,17590,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251115,cars24,2017,Volkswagen
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19936569000064/,30790,"40,001 - 60,000",Automatic,Hybrid,Hatchback,20251115,cars24,2020,Toyota
Impreza,https://www.cars24.com.au/buy-used-subaru-impreza-car-19311605249792/,18890,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251115,cars24,2017,Subaru
1,https://www.cars24.com.au/buy-used-bmw-1-car-16825346466752/,38999,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251115,cars24,2021,BMW
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414061518912/,26490,"20,001 - 40,000",Automatic,Hybrid,Hatchback,20251115,cars24,2022,Toyota
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-hybrid+-car-19506164816064/,24490,"60,001 - 80,000",Automatic,Hybrid,Hatchback,20251115,cars24,2024,MG
3,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,31590,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251115,cars24,2023,Mazda
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-car-19787114523136/,19690,"120,001 - 140,000",Automatic,Petrol,Hatchback,20251115,cars24,2019,Toyota
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,20190,"120,001 - 140,000",Automatic,Petrol,Hatchback,20251115,cars24,2020,Kia
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,25690,"80,001 - 100,000",Automatic,Petrol,Hatchback,20251115,cars24,2019,Volkswagen
Scala,https://www.cars24.com.au/buy-used-skoda-scala-car-18939570466368/,20395,"140,001 - 160,000",Automatic,Petrol,Hatchback,20251115,cars24,2021,SKODA
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,20490,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251115,cars24,2015,Volkswagen
Impreza,https://www.cars24.com.au/buy-used-subaru-impreza-car-19110386401856/,18090,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251115,cars24,2017,Subaru
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,21195,"60,001 - 80,000",Manual,Petrol,Hatchback,20251115,cars24,2021,Hyundai
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19390205194560/,33390,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251115,cars24,2023,Hyundai
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19179883896384/,21390,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251115,cars24,2019,Toyota
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19244276161088/,21690,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251115,cars24,2017,Hyundai
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19368973321472/,15390,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251115,cars24,2022,MG
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,18990,"100,001 - 120,000",Automatic,Petrol,Hatchback,20251115,cars24,2019,Kia
Puma,https://www.cars24.com.au/buy-used-ford-puma-car-18824554833600/,22990,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251115,cars24,2022,Ford
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,27790,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251115,cars24,2021,Kia
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19715137712128/,23990,"100,001 - 120,000",Automatic,Hybrid,Hatchback,20251115,cars24,2019,Toyota
2,https://www.cars24.com.au/buy-used-mazda-2-car-19797753245056/,22890,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251115,cars24,2024,Mazda
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414030516416/,27390,"40,001 - 60,000",Automatic,Hybrid,Hatchback,20251115,cars24,2021,Toyota
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-car-19324339417152/,23390,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251115,cars24,2022,Toyota
1,https://www.cars24.com.au/buy-used-bmw-1-car-18519133098432/,26190,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251115,cars24,2019,BMW
