name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand
Ranger,/used-cars/for-sale/ford/ranger/2016/wildtrak/px-mkii-4x4-dual-range/3647006,29990,"160,001 - 180,000",Automatic,Diesel,SUV,20251105,brisbaneautogroup,2016,Ford
Patrol,/used-cars/for-sale/nissan/patrol/2011/dx/gu-6-series-ii-4x4-dual-range/3660996,29990,"80,001 - 100,000",Manual,Diesel,SUV,20251105,brisbaneautogroup,2011,Nissan
X4,/used-cars/for-sale/bmw/x4/2019/xdrive30i-m-sport/g02-4x4-constant/3572551,34990,"120,001 - 140,000",Automatic,Petrol,SUV,20251105,brisbaneautogroup,2019,BMW
Pajero,/used-cars/for-sale/mitsubishi/pajero-sport/2018/black-edition/qe-my19-4x4-dual-range/3656663,34990,"80,001 - 100,000",Automatic,Diesel,SUV,20251105,brisbaneautogroup,2018,Mitsubishi
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2017/workmate/vdj79r-4x4-dual-range/3647741,54990,"180,001 - 200,000",Manual,Diesel,SUV,20251105,brisbaneautogroup,2017,Toyota
Landcruiser,/used-cars/for-sale/toyota/landcruiser-prado/2021/gxl/gdj150r-4x4-dual-range/3576737,56990,"80,001 - 100,000",Automatic,Diesel,SUV,20251105,brisbaneautogroup,2021,Toyota
Landcruiser,/used-cars/for-sale/toyota/landcruiser-prado/2022/gxl/gdj150r-4x4-dual-range/3570185,59990,"80,001 - 100,000",Automatic,Diesel,SUV,20251105,brisbaneautogroup,2022,Toyota
RX,/used-cars/for-sale/lexus/rx/2021/450h-luxury/gyl25r-4x4-on-demand/3663967,62990,"60,001 - 80,000",Automatic,Hybrid with Petrol,SUV,20251105,brisbaneautogroup,2021,Lexus
Q8,/used-cars/for-sale/audi/q8/2020/50-tdi/f1-my20-four-wheel-drive/3643405,69990,"80,001 - 100,000",Automatic,Diesel,SUV,20251105,brisbaneautogroup,2020,Audi
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2022/sahara/fja300r-4x4-dual-range/3549579,121990,"40,001 - 60,000",Automatic,Diesel,SUV,20251105,brisbaneautogroup,2022,Toyota
Ute,/used-cars/for-sale/holden/ute/2013/vf-my14/3645002,16990,"160,001 - 180,000",Automatic,Petrol,Ute,20251105,brisbaneautogroup,2013,Holden
Navara,/used-cars/for-sale/nissan/navara/2015/st-x/d23-4x2/3649165,24990,"140,001 - 160,000",Automatic,Diesel,Ute,20251105,brisbaneautogroup,2015,Nissan
Deliver,/used-cars/for-sale/ldv/deliver-9/2021/3604151,27990,"180,001 - 200,000",Automatic,Diesel,Van,20251105,brisbaneautogroup,2021,LDV
,/used-cars/for-sale/mercedes-benz/vito/2017/116bluetec/447/3649004,28990,"160,001 - 180,000",Automatic,Diesel,Van,20251105,brisbaneautogroup,2017,Mercedes
Carnival,/used-cars/for-sale/kia/carnival/2015/s/yp-my15/3622818,15990,"180,001 - 200,000",Automatic,Petrol,Wagon,20251105,brisbaneautogroup,2015,Kia
Commodore,/used-cars/for-sale/holden/commodore/2009/ss-v/ve-my09.5/3660805,19990,"160,001 - 180,000",Automatic,Petrol,Wagon,20251105,brisbaneautogroup,2009,Holden
Carnival,/used-cars/for-sale/kia/carnival/2015/s/yp-my15/3630434,20990,"120,001 - 140,000",Automatic,Petrol,Wagon,20251105,brisbaneautogroup,2015,Kia
