name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand
Arteon,https://www.cars24.com.au/buy-used-volkswagen-arteon-car-19266415298304/,30890,"80,001 - 100,000",Automatic,Petrol,Sedan,20251114,cars24,2018,Volkswagen
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19165253928192/,22090,"40,001 - 60,000",Automatic,Petrol,Sedan,20251114,cars24,2023,Kia
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-18769229090688/,23090,"80,001 - 100,000",Automatic,Petrol,Sedan,20251114,cars24,2021,Toyota
,https://www.cars24.com.au/buy-used-mercedes-benz-c200-car-19948200753472/,34890,"20,001 - 40,000",Automatic,Hybrid,Sedan,20251114,cars24,2018,Mercedes
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19981618903104/,25890,"40,001 - 60,000",Automatic,Petrol,Sedan,20251114,cars24,2023,Toyota
Mg5,https://www.cars24.com.au/buy-used-mg-mg5-car-18927305213248/,21295,"100,001 - 120,000",Automatic,Petrol,Sedan,20251114,cars24,2023,MG
Tucson,https://www.cars24.com.au/buy-used-hyundai-tucson-car-16878786225216/,19695,"20,001 - 40,000",Automatic,Diesel,SUV,20251114,cars24,2016,Hyundai
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-18224718831936/,30999,"40,001 - 60,000",Automatic,Hybrid,SUV,20251114,cars24,2020,Toyota
X-trail,https://www.cars24.com.au/buy-used-nissan-x-trail-car-19812602610560/,25690,"20,001 - 40,000",Automatic,Petrol,SUV,20251114,cars24,2021,Nissan
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-18443036365760/,27195,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2023,Toyota
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19561370620672/,42590,"100,001 - 120,000",Automatic,Diesel,SUV,20251114,cars24,2022,Kia
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19925660851200/,29290,"60,001 - 80,000",Automatic,Hybrid,SUV,20251114,cars24,2020,Toyota
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-cross-car-19561571161216/,35590,"40,001 - 60,000",Automatic,Hybrid,SUV,20251114,cars24,2023,Toyota
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19223570062912/,29390,"120,001 - 140,000",Automatic,Hybrid,SUV,20251114,cars24,2022,Toyota
CX-8,https://www.cars24.com.au/buy-used-mazda-cx-8-car-19494504240000/,32090,"120,001 - 140,000",Automatic,Petrol,SUV,20251114,cars24,2023,Mazda
Acadia,https://www.cars24.com.au/buy-used-holden-acadia-car-19223850713280/,17190,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2019,Holden
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19959985207360/,35390,"20,001 - 40,000",Automatic,Petrol,SUV,20251114,cars24,2021,Toyota
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19146162766912/,33290,"40,001 - 60,000",Automatic,Hybrid,SUV,20251114,cars24,2022,Toyota
Q2,https://www.cars24.com.au/buy-used-audi-q2-car-19881587540096/,29790,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2021,Audi
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19223594467904/,33490,"60,001 - 80,000",Automatic,Hybrid,SUV,20251114,cars24,2022,Toyota
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19549900247872/,35490,"60,001 - 80,000",Automatic,Hybrid,SUV,20251114,cars24,2023,Toyota
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19754272869248/,35590,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2023,Toyota
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19268339303552/,23090,"80,001 - 100,000",Automatic,Diesel,SUV,20251114,cars24,2017,Mazda
Outlander,https://www.cars24.com.au/buy-used-mitsubishi-outlander-car-19574228191616/,18290,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2016,Mitsubishi
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19935252251904/,31490,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2022,Mazda
Forester,https://www.cars24.com.au/buy-used-subaru-forester-car-20028575433728/,27890,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2020,Subaru
ASX,https://www.cars24.com.au/buy-used-mitsubishi-asx-car-19903648563456/,24990,"20,001 - 40,000",Automatic,Petrol,SUV,20251114,cars24,2023,Mitsubishi
HR-V,https://www.cars24.com.au/buy-used-honda-hr-v-car-19659210296256/,24190,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2019,Honda
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19561598686976/,29990,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2023,Mazda
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19732843244352/,16490,"120,001 - 140,000",Automatic,Petrol,SUV,20251114,cars24,2018,Kia
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19711270915136/,24590,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2022,Mazda
Qashqai,https://www.cars24.com.au/buy-used-nissan-qashqai-car-18920021018368/,16890,"100,001 - 120,000",Automatic,Petrol,SUV,20251114,cars24,2018,Nissan
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19620219691072/,18890,"20,001 - 40,000",Automatic,Petrol,SUV,20251114,cars24,2021,MG
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19653296538112/,35090,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2023,Toyota
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18599807062848/,14490,"120,001 - 140,000",Automatic,Petrol,SUV,20251114,cars24,2019,Volkswagen
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-18769424125056/,22790,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2019,Mazda
Ix35,https://www.cars24.com.au/buy-used-hyundai-ix35-car-18957148734912/,15390,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2013,Hyundai
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19810167194048/,18190,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2016,Mazda
Kona,https://www.cars24.com.au/buy-used-hyundai-kona-car-18769580755200/,20090,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2017,Hyundai
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19098237497600/,19890,"40,001 - 60,000",Manual,Petrol,SUV,20251114,cars24,2021,Mazda
Everest,https://www.cars24.com.au/buy-used-ford-everest-car-19201336711616/,36190,"80,001 - 100,000",Automatic,Diesel,SUV,20251114,cars24,2019,Ford
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18827506096640/,16790,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2021,MG
Sorento,https://www.cars24.com.au/buy-used-kia-sorento-car-19336904328512/,26190,"100,001 - 120,000",Automatic,Diesel,SUV,20251114,cars24,2017,Kia
CX-30,https://www.cars24.com.au/buy-used-mazda-cx-30-car-19561491861504/,33190,"0 - 20,000",Automatic,Petrol,SUV,20251114,cars24,2021,Mazda
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19356461889024/,21190,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2022,MG
Trailblazer,https://www.cars24.com.au/buy-used-holden-trailblazer-car-18938511272448/,26290,"80,001 - 100,000",Automatic,Diesel,SUV,20251114,cars24,2017,Holden
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18775249770816/,22190,"0 - 20,000",Automatic,Petrol,SUV,20251114,cars24,2023,MG
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-cross-car-19776404245120/,32290,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2023,Toyota
Outlander,https://www.cars24.com.au/buy-used-mitsubishi-outlander-car-19565135334272/,25790,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2020,Mitsubishi
Tucson,https://www.cars24.com.au/buy-used-hyundai-tucson-car-19141859569920/,22990,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2020,Hyundai
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-cross-car-18848897376640/,37090,"40,001 - 60,000",Automatic,Hybrid,SUV,20251114,cars24,2023,Toyota
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19006225360768/,17090,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2021,MG
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19620150222848/,18290,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2021,MG
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-18939754694272/,31890,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2020,Toyota
Endura,https://www.cars24.com.au/buy-used-ford-endura-car-18962810650688/,21690,"80,001 - 100,000",Automatic,Diesel,SUV,20251114,cars24,2018,Ford
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19223688840128/,27290,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2022,Toyota
ASX,https://www.cars24.com.au/buy-used-mitsubishi-asx-car-19550188606464/,21490,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2020,Mitsubishi
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19732144498944/,37990,"40,001 - 60,000",Automatic,Hybrid,SUV,20251114,cars24,2020,Toyota
Qashqai,https://www.cars24.com.au/buy-used-nissan-qashqai-car-19743173168064/,23090,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2020,Nissan
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-cross-car-19572259359424/,29490,"40,001 - 60,000",Automatic,Hybrid,SUV,20251114,cars24,2022,Toyota
Forester,https://www.cars24.com.au/buy-used-subaru-forester-car-18522906531136/,22295,"100,001 - 120,000",Automatic,Petrol,SUV,20251114,cars24,2018,Subaru
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19484493231040/,29290,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2019,Mazda
Endura,https://www.cars24.com.au/buy-used-ford-endura-car-18769228040896/,21690,"80,001 - 100,000",Automatic,Diesel,SUV,20251114,cars24,2018,Ford
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19619807487616/,42990,"20,001 - 40,000",Automatic,Diesel,SUV,20251114,cars24,2022,Kia
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19484710155392/,18090,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2022,MG
Tiguan,https://www.cars24.com.au/buy-used-volkswagen-tiguan-car-18349490071296/,19695,"100,001 - 120,000",Automatic,Petrol,SUV,20251114,cars24,2017,Volkswagen
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19800930692480/,20690,"120,001 - 140,000",Automatic,Petrol,SUV,20251114,cars24,2015,Mazda
ASX,https://www.cars24.com.au/buy-used-mitsubishi-asx-car-19497020953856/,22490,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2020,Mitsubishi
Qashqai,https://www.cars24.com.au/buy-used-nissan-qashqai-car-19097250629056/,23190,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2020,Nissan
Forester,https://www.cars24.com.au/buy-used-subaru-forester-car-19960115796544/,24890,"100,001 - 120,000",Automatic,Petrol,SUV,20251114,cars24,2019,Subaru
CX-9,https://www.cars24.com.au/buy-used-mazda-cx-9-car-19620348551616/,26390,"100,001 - 120,000",Automatic,Petrol,SUV,20251114,cars24,2017,Mazda
Tiguan,https://www.cars24.com.au/buy-used-volkswagen-tiguan-car-19900510494592/,24990,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2018,Volkswagen
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19414149993152/,19790,"20,001 - 40,000",Automatic,Petrol,SUV,20251114,cars24,2022,MG
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19732071631552/,39590,"20,001 - 40,000",Automatic,Hybrid,SUV,20251114,cars24,2020,Toyota
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19164538696448/,26595,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2022,Toyota
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19869264021312/,26790,"20,001 - 40,000",Automatic,Petrol,SUV,20251114,cars24,2022,Mazda
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19617198482112/,21190,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2022,MG
Tiguan,https://www.cars24.com.au/buy-used-volkswagen-tiguan-car-20037762139712/,20690,"140,001 - 160,000",Automatic,Petrol,SUV,20251114,cars24,2019,Volkswagen
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19504351942016/,19890,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2017,Kia
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19549872854784/,18990,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2022,MG
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19756121771904/,20190,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2021,MG
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19828953219520/,21690,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2018,Kia
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18996553425600/,21395,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2018,Kia
X-trail,https://www.cars24.com.au/buy-used-nissan-x-trail-car-19496966446400/,24690,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2021,Nissan
S-cross,https://www.cars24.com.au/buy-used-suzuki-s-cross-car-18668436493504/,24895,"0 - 20,000",Automatic,Petrol,SUV,20251114,cars24,2023,Suzuki
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18810515102848/,16790,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2021,MG
MU-X,https://www.cars24.com.au/buy-used-isuzu-mu-x-car-18849215983808/,40990,"60,001 - 80,000",Automatic,Diesel,SUV,20251114,cars24,2021,Isuzu
Kluger,https://www.cars24.com.au/buy-used-toyota-kluger-car-19490236929344/,30290,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2019,Toyota
H2,https://www.cars24.com.au/buy-used-haval-h2-car-19085494153472/,16290,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2020,Haval
Koleos,https://www.cars24.com.au/buy-used-renault-koleos-car-18190328441728/,20595,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2023,Renault
Kluger,https://www.cars24.com.au/buy-used-toyota-kluger-car-18928818307392/,48795,"20,001 - 40,000",Automatic,Hybrid,SUV,20251114,cars24,2022,Toyota
Seltos,https://www.cars24.com.au/buy-used-kia-seltos-car-18916954980864/,26090,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2021,Kia
X-trail,https://www.cars24.com.au/buy-used-nissan-x-trail-car-18552951693376/,22190,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2020,Nissan
Touareg,https://www.cars24.com.au/buy-used-volkswagen-touareg-car-18881887454336/,19490,"120,001 - 140,000",Automatic,Diesel,SUV,20251114,cars24,2015,Volkswagen
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-18915271623424/,19090,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2015,Mazda
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19240738266816/,35290,"60,001 - 80,000",Automatic,Hybrid,SUV,20251114,cars24,2020,Toyota
Acadia,https://www.cars24.com.au/buy-used-holden-acadia-car-18824197792832/,21890,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2019,Holden
Sorento,https://www.cars24.com.au/buy-used-kia-sorento-car-19879623034304/,26890,"40,001 - 60,000",Automatic,Diesel,SUV,20251114,cars24,2019,Kia
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18782785144640/,19390,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2021,MG
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-18769841116288/,24690,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2022,Mazda
HS,https://www.cars24.com.au/buy-used-mg-hs-car-16730736208320/,17490,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2020,MG
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19154154517888/,19090,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2020,MG
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19107913860224/,18190,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2022,MG
HS,https://www.cars24.com.au/buy-used-mg-hs-car-18839193216512/,19590,"20,001 - 40,000",Automatic,Petrol,SUV,20251114,cars24,2022,MG
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19490236161152/,22390,"60,001 - 80,000",Automatic,Petrol,SUV,20251114,cars24,2018,Mazda
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19346203756352/,19890,"40,001 - 60,000",Automatic,Petrol,SUV,20251114,cars24,2021,MG
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18847793751744/,19195,"80,001 - 100,000",Automatic,Petrol,SUV,20251114,cars24,2018,Kia
Hs,https://www.cars24.com.au/buy-used-mg-hs-+ev-car-17808737144576/,23999,"20,001 - 40,000",Automatic,Hybrid,SUV,20251114,cars24,2022,MG
Ranger,https://www.cars24.com.au/buy-used-ford-ranger-car-17978711947904/,45890,"20,001 - 40,000",Automatic,Diesel,Ute,20251114,cars24,2022,Ford
