name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-19387137716992/,33190,"60,001 - 80,000",Manual,Diesel,Cab Chassis,20251110,cars24,2021,Mitsubishi
Steed,https://www.cars24.com.au/buy-used-gwm-steed-car-19663100068736/,15490,"100,001 - 120,000",Manual,Diesel,Cab Chassis,20251110,cars24,2021,GWM
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19869781099328/,20290,"60,001 - 80,000",Automatic,Petrol,Coupe,20251110,cars24,2023,Renault
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-18519629992832/,20995,"100,001 - 120,000",Automatic,Petrol,Coupe,20251110,cars24,2022,Renault
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414061518912/,26590,"60,001 - 80,000",Automatic,Hybrid,Hatchback,20251110,cars24,2022,Toyota
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19715137712128/,24290,"100,001 - 120,000",Automatic,Hybrid,Hatchback,20251110,cars24,2019,Toyota
3,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,31590,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2023,Mazda
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19630613717120/,16790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2016,Toyota
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-car-19324339417152/,23490,"120,001 - 140,000",Automatic,Petrol,Hatchback,20251110,cars24,2022,Toyota
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19786853699264/,18590,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2016,Volkswagen
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19869711860224/,13890,"20,001 - 40,000",Automatic,Diesel,Hatchback,20251110,cars24,2016,Hyundai
3,https://www.cars24.com.au/buy-used-mazda-3-car-19888594290048/,30090,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2024,Mazda
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,20190,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2020,Kia
1,https://www.cars24.com.au/buy-used-bmw-1-car-18519133098432/,26190,"0 - 20,000",Automatic,Petrol,Hatchback,20251110,cars24,2019,BMW
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,21195,"60,001 - 80,000",Manual,Petrol,Hatchback,20251110,cars24,2021,Hyundai
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,20490,"0 - 20,000",Automatic,Petrol,Hatchback,20251110,cars24,2015,Volkswagen
Impreza,https://www.cars24.com.au/buy-used-subaru-impreza-car-19110386401856/,18590,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2017,Subaru
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19390205194560/,33390,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251110,cars24,2023,Hyundai
Puma,https://www.cars24.com.au/buy-used-ford-puma-car-18824554833600/,23090,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251110,cars24,2022,Ford
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19414680310400/,17390,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2019,Volkswagen
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19368973321472/,15490,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2022,MG
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,25690,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2019,Volkswagen
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19179883896384/,21390,"0 - 20,000",Automatic,Petrol,Hatchback,20251110,cars24,2019,Toyota
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,19090,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251110,cars24,2019,Kia
Scala,https://www.cars24.com.au/buy-used-skoda-scala-car-18939570466368/,20395,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2021,SKODA
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,27790,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251110,cars24,2021,Kia
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19561372344128/,33790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251110,cars24,2022,Hyundai
