name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,year_made,brand
Baleno,https://www.cars24.com.au/buy-used-suzuki-baleno-car-18623743184256/,16990,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251107,2022,Suzuki
,https://www.cars24.com.au/buy-used-tesla-model-3-car-17207799625856/,37399,"100,001 - 120,000",Automatic,Electric,Sedan,20251107,2022,Tesla
,https://www.cars24.com.au/buy-used-hyundai-ioniq-6-car-17115786185984/,47099,"60,001 - 80,000",Automatic,Electric,Sedan,20251107,2023,Hyundai
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19549841677696/,26890,"40,001 - 60,000",Automatic,Hybrid,Sedan,20251107,2022,Toyota
Arteon,https://www.cars24.com.au/buy-used-volkswagen-arteon-car-19266415298304/,31090,"20,001 - 40,000",Automatic,Petrol,Sedan,20251107,2018,Volkswagen
WRX,https://www.cars24.com.au/buy-used-subaru-wrx-car-19108973053376/,27790,"40,001 - 60,000",Automatic,Petrol,Sedan,20251107,2017,Subaru
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-18769229090688/,23490,"60,001 - 80,000",Automatic,Petrol,Sedan,20251107,2021,Toyota
Mg5,https://www.cars24.com.au/buy-used-mg-mg5-car-18927305213248/,21495,"40,001 - 60,000",Automatic,Petrol,Sedan,20251107,2023,MG
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19165253928192/,22390,"0 - 20,000",Automatic,Petrol,Sedan,20251107,2023,Kia
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19565173476672/,26990,"40,001 - 60,000",Automatic,Hybrid,Sedan,20251107,2018,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19497117816640/,31090,"0 - 20,000",Automatic,Hybrid,Sedan,20251107,2021,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19146116526848/,32690,"40,001 - 60,000",Automatic,Hybrid,Sedan,20251107,2022,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19662626687872/,33590,"40,001 - 60,000",Automatic,Hybrid,Sedan,20251107,2022,Toyota
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19791446715328/,25990,"80,001 - 100,000",Automatic,Petrol,Sedan,20251107,2023,Toyota
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414822978176/,26790,"20,001 - 40,000",Automatic,Hybrid,Sedan,20251107,2021,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19382069032000/,29090,"40,001 - 60,000",Automatic,Hybrid,Sedan,20251107,2020,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19662557743232/,34390,"60,001 - 80,000",Automatic,Hybrid,Sedan,20251107,2023,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553241554816/,33190,"60,001 - 80,000",Automatic,Hybrid,Sedan,20251107,2022,Toyota
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19244273540352/,23790,"0 - 20,000",Automatic,Petrol,Sedan,20251107,2022,Toyota
,https://www.cars24.com.au/buy-used-toyota-camry-car-19481556098112/,30190,"20,001 - 40,000",Automatic,Hybrid,Sedan,20251107,2020,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553080578368/,27390,"140,001 - 160,000",Automatic,Petrol,Sedan,20251107,2022,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553105369792/,33090,"0 - 20,000",Automatic,Hybrid,Sedan,20251107,2022,Toyota
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-18928243164992/,34890,"20,001 - 40,000",Automatic,Hybrid,Sedan,20251107,2023,Toyota
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414385721792/,16890,"40,001 - 60,000",Automatic,Petrol,Sedan,20251107,2016,Toyota
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19165149070592/,22490,"40,001 - 60,000",Automatic,Petrol,Sedan,20251107,2023,Kia
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19375692988800/,26490,"40,001 - 60,000",Automatic,Hybrid,Sedan,20251107,2020,Toyota
,https://www.cars24.com.au/buy-used-hyundai-tucson-car-16878786225216/,19795,"100,001 - 120,000",Automatic,Diesel,SUV,20251107,2016,Hyundai
,https://www.cars24.com.au/buy-used-volkswagen-tiguan-car-17207924668608/,20890,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2017,Volkswagen
,https://www.cars24.com.au/buy-used-toyota-rav4-car-18224718831936/,30999,"40,001 - 60,000",Automatic,Hybrid,SUV,20251107,2020,Toyota
,https://www.cars24.com.au/buy-used-bmw-x1-car-17653013862720/,31599,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2020,BMW
Kluger,https://www.cars24.com.au/buy-used-toyota-kluger-car-18928818307392/,48795,"40,001 - 60,000",Automatic,Hybrid,SUV,20251107,2022,Toyota
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-19754272869248/,35590,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2023,Toyota
,https://www.cars24.com.au/buy-used-toyota-c-hr-car-18443036365760/,27390,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2023,Toyota
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19223570062912/,33190,"0 - 20,000",Automatic,Hybrid,SUV,20251107,2022,Toyota
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19561370620672/,42890,"40,001 - 60,000",Automatic,Diesel,SUV,20251107,2022,Kia
Sorento,https://www.cars24.com.au/buy-used-kia-sorento-car-19336904328512/,26290,"0 - 20,000",Automatic,Diesel,SUV,20251107,2017,Kia
,https://www.cars24.com.au/buy-used-ford-everest-car-19201336711616/,36390,"40,001 - 60,000",Automatic,Diesel,SUV,20251107,2019,Ford
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19732843244352/,16990,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2018,Kia
H9,https://www.cars24.com.au/buy-used-haval-h9-car-18860150170432/,23390,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2018,Haval
H2,https://www.cars24.com.au/buy-used-haval-h2-car-19474326761920/,16290,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2020,Haval
ASX,https://www.cars24.com.au/buy-used-mitsubishi-asx-car-19497020953856/,22790,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2020,Mitsubishi
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19617198482112/,21490,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2022,MG
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19756121771904/,20490,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2021,MG
HS,https://www.cars24.com.au/buy-used-mg-hs-car-19549872854784/,19290,"0 - 20,000",Automatic,Petrol,SUV,20251107,2022,MG
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19711270915136/,24690,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2022,Mazda
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19268339303552/,23090,"140,001 - 160,000",Automatic,Diesel,SUV,20251107,2017,Mazda
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19146162766912/,33790,"0 - 20,000",Automatic,Hybrid,SUV,20251107,2022,Toyota
X-trail,https://www.cars24.com.au/buy-used-nissan-x-trail-car-19561636303552/,30590,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2023,Nissan
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19828953219520/,21890,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2018,Kia
Kluger,https://www.cars24.com.au/buy-used-toyota-kluger-car-19490236929344/,30590,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2019,Toyota
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19714760750400/,23890,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2018,Mazda
Outlander,https://www.cars24.com.au/buy-used-mitsubishi-outlander-car-19653977325760/,24990,"20,001 - 40,000",Automatic,Diesel,SUV,20251107,2019,Mitsubishi
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19223594467904/,33690,"0 - 20,000",Automatic,Hybrid,SUV,20251107,2022,Toyota
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19549900247872/,36090,"60,001 - 80,000",Automatic,Hybrid,SUV,20251107,2023,Toyota
CX-8,https://www.cars24.com.au/buy-used-mazda-cx-8-car-19494504240000/,32090,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2023,Mazda
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18609677977600/,24490,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2021,Kia
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19620219691072/,19090,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2021,MG
CX-30,https://www.cars24.com.au/buy-used-mazda-cx-30-car-19561491861504/,33390,"120,001 - 140,000",Automatic,Petrol,SUV,20251107,2021,Mazda
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19869264021312/,26890,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2022,Mazda
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19715043282432/,27990,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2022,Mazda
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19504351942016/,19990,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2017,Kia
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19561598686976/,30190,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2023,Mazda
Tiggo 7 Pro,https://www.cars24.com.au/buy-used-chery-tiggo-7-pro-car-19790906699520/,28190,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2024,Chery
Qashqai,https://www.cars24.com.au/buy-used-nissan-qashqai-car-19097250629056/,23290,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2020,Nissan
Corolla Cross,https://www.cars24.com.au/buy-used-toyota-corolla-cross-car-19561571161216/,35790,"40,001 - 60,000",Automatic,Hybrid,SUV,20251107,2023,Toyota
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-19619807487616/,43390,"40,001 - 60,000",Automatic,Diesel,SUV,20251107,2022,Kia
Tiguan,https://www.cars24.com.au/buy-used-volkswagen-tiguan-car-18349490071296/,20195,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2017,Volkswagen
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-19810167194048/,18290,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2016,Mazda
HS,https://www.cars24.com.au/buy-used-mg-hs-car-18839193216512/,19990,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2022,MG
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-18352315459136/,17495,"0 - 20,000",Automatic,Petrol,SUV,20251107,2015,Mazda
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18768730622400/,20690,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2023,MG
S-cross,https://www.cars24.com.au/buy-used-suzuki-s-cross-car-18668436493504/,24995,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2023,Suzuki
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-17330181946368/,23195,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2020,Kia
Forester,https://www.cars24.com.au/buy-used-subaru-forester-car-18522906531136/,22395,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2018,Subaru
Touareg,https://www.cars24.com.au/buy-used-volkswagen-touareg-car-18881887454336/,19490,"0 - 20,000",Automatic,Diesel,SUV,20251107,2015,Volkswagen
CX-9,https://www.cars24.com.au/buy-used-mazda-cx-9-car-18306196017600/,29090,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2019,Mazda
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-19006225360768/,17390,"0 - 20,000",Automatic,Petrol,SUV,20251107,2021,MG
Kona,https://www.cars24.com.au/buy-used-hyundai-kona-car-18769580755200/,20190,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2017,Hyundai
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18996553425600/,21595,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2018,Kia
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18599807062848/,14990,"120,001 - 140,000",Automatic,Petrol,SUV,20251107,2019,Volkswagen
RAV4,https://www.cars24.com.au/buy-used-toyota-rav4-car-18939754694272/,32090,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2020,Toyota
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-19098237497600/,20090,"40,001 - 60,000",Manual,Petrol,SUV,20251107,2021,Mazda
CX-3,https://www.cars24.com.au/buy-used-mazda-cx-3-car-18769841116288/,25090,"40,001 - 60,000",Automatic,Petrol,SUV,20251107,2022,Mazda
Forester,https://www.cars24.com.au/buy-used-subaru-forester-car-18848493544384/,28595,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2023,Subaru
S-cross,https://www.cars24.com.au/buy-used-suzuki-s-cross-car-18509772645248/,23790,"20,001 - 40,000",Automatic,Petrol,SUV,20251107,2023,Suzuki
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-19164538696448/,26995,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2022,Toyota
Sportage,https://www.cars24.com.au/buy-used-kia-sportage-car-18847793751744/,19695,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2018,Kia
CX-5,https://www.cars24.com.au/buy-used-mazda-cx-5-car-18915271623424/,19190,"80,001 - 100,000",Automatic,Petrol,SUV,20251107,2015,Mazda
Endura,https://www.cars24.com.au/buy-used-ford-endura-car-18769228040896/,21890,"80,001 - 100,000",Automatic,Diesel,SUV,20251107,2018,Ford
Corolla Cross,https://www.cars24.com.au/buy-used-toyota-corolla-cross-car-18848897376640/,37495,"40,001 - 60,000",Automatic,Hybrid,SUV,20251107,2023,Toyota
Seltos,https://www.cars24.com.au/buy-used-kia-seltos-car-18916954980864/,26490,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2021,Kia
Zst,https://www.cars24.com.au/buy-used-mg-zst-car-18827506096640/,16990,"60,001 - 80,000",Automatic,Petrol,SUV,20251107,2021,MG
C-HR,https://www.cars24.com.au/buy-used-toyota-c-hr-car-18938274556992/,21390,"100,001 - 120,000",Automatic,Petrol,SUV,20251107,2018,Toyota
